URI,Name,Prerequisites,Short Description,long_description,Books,Category
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#djinni-spin,Djinni Spin,"Wis 17, Djinni Spirit, base attack bonus +13 or monk level 11th",Use Elemental Fist to surround yourself with electricity,"You can surround yourself with the power of the storm, spinning like a hurricane to unleash a violent blast of electrical energy.

Prerequisites: Con 15, Wis 17, Djinni Style, Djinni Spirit, Elemental Fist**, Improved Unarmed Strike, base attack bonus +13 or monk level 11th.

Benefit: While using Djinni Style, as a standard action you can spend two Elemental Fist (Advanced Player's Guide 158) attempts to surround yourself with a whirlwind of electrified air. Creatures adjacent to you take your unarmed strike damage plus the electricity damage from your Elemental Fist and are deafened for 1d4 rounds. A successful Fortitude save (DC 10 + 1/2 your character level + your Wis modifier) reduces the damage by half and prevents a target from being deafened.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#efreeti-style,Efreeti Style,"Con 13, Wis 15, Elemental Fist, Improved Unarmed Strike, base attack bonus +9 or monk level 5th",Gain +1 use of Elemental Fist per day and a bonus on fire damage,"Your mastery of the unpredictable power of flames allows you to unleash scorching strikes that burn your enemies even when you fail to make contact.

Prerequisites: Con 13, Wis 15, Elemental Fist**, Improved Unarmed Strike, base attack bonus +9 or monk level 5th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using this style and Elemental Fist to deal fire damage, you gain a bonus on fire damage rolls equal to your Wisdom bonus. Further, if your Elemental Fist melee attack misses while you are using it to deal fire damage, you still deal 1d6 points of fire damage to your target.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#efreeti-stance,Efreeti Stance,"Con 15, Efreeti Style, base attack bonus +11 or monk level 9th",Gain +1 use of Elemental Fist per day and fire resistance,"Calling upon the burning spirits of  incarnate flame, you can manipulate fire to protect yourself and immolate  your foes.

Prerequisites: Con 15, Wis 15, Efreeti Style, Elemental Fist**, Improved Unarmed Strike, base attack bonus +11 or monk level 9th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using Efreeti Style, you gain fire resistance equal to your base attack bonus or your monk level plus any base attack bonus gained from levels in classes other than monk, whichever is higher. While denied your Dexterity bonus to AC you are also denied this resistance. Creatures that take fire damage from your Elemental Fist attack must succeed at a Reflex save (DC 10 + 1/2 your character level + your Wis modifier) or catch on fire.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#efreeti-touch,Efreeti Touch,"Wis 17, Efreeti Stance, base attack bonus +13 or monk level 11th",Can emit a cone of fire that may light opponents on fire,"Your knowledge of the secrets of the burning wind and blazing sun allows you to collect flames into your hands and unleash them in a gout of elemental fire.

Prerequisites: Con 15, Wis 17, Efreeti Style, Efreeti Stance, Elemental Fist**, Improved Unarmed Strike, base attack bonus +13 or monk level 11th.

Benefit: While using Efreeti Style, as a standard action, you can spend two Elemental Fist (Advanced Player's Guide 158) attempts to unleash a 15-foot cone-shaped burst of flame. Creatures caught in the cone take your unarmed strike damage plus the fire damage from your Elemental Fist and catch on fire. A successful Reflex save (DC 10 + 1/2 your character level + your Wis modifier) reduces the damage by half and prevents a target from catching on fire.",Ultimate Combat,"Combat,Style"
../mythicAdventures/mythicFeats.html#elemental-fist-mythic,Elemental Fist - Mythic,Elemental Fist,Increase damage and frequency of Elemental Fist,"Your ability to channel elemental power through your unarmed attacks is ferociously potent.

Prerequisite: Elemental Fist.

Benefit: The extra energy damage dealt by Elemental Fist increases to 1d8 points, and you gain additional uses of Elemental Fist per day equal to your tier. You can expend one use of mythic power as an immediate action to add the extra damage from your Elemental Fist to all of the unarmed strikes you make until the beginning of your next turn. This counts as only one use of Elemental Fist, regardless of the number of attacks that you make in this fashion.",Mythic Adventures,Mythic
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#marid-style,Marid Style,"Con 13, Wis 15, Elemental Fist, Improved Unarmed Strike, base attack bonus +9 or Monk level 5th","Gain +1 use of Elemental Fist per day, and deal cold damage","You conjure tendrils of icy water to strike your enemies from a distance.

Prerequisites: Con 13, Wis 15, Elemental Fist**, Improved Unarmed Strike, base attack bonus +9 or monk level 5th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using this style and Elemental Fist to deal cold damage, you gain a bonus on cold damage rolls equal to your Wisdom modifier, and your reach with your unarmed strike increases by 5 feet.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#marid-spirit,Marid Spirit,"Con 15, Marid Style, base attack bonus +11 or monk level 9th","Gain +1 use of Elemental Fist per day, and cold resistance","You can manipulate cold energy to protect yourself and freeze your foes.

Prerequisites: Con 15, Wis 15, Elemental Fist**, Marid Style, Improved Unarmed Strike, base attack bonus +11 or monk level 9th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using Marid Style, you gain cold resistance equal to your base attack bonus, or monk level plus base attack bonus gained from levels in classes other than monk, whichever is higher. While denied your Dexterity bonus to AC you are also denied this resistance. Creatures that take cold damage from your Elemental Fist attack must succeed at a Fortitude save (DC 10 + 1/2 your character level + your Wis modifier) or become entangled in ice for 1d4 rounds. The ice has hit points equal to three times your base attack bonus or monk level, whichever is higher, and a break DC of 15 + your base attack bonus or monk level, whichever is higher. Destroying or breaking the ice ends the entangled condition.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#marid-coldsnap,Marid Coldsnap,"Wis 17, Marid Spirit, base attack bonus +13 or monk level 11th",Unleash a 30-foot line of frigid water,"You can summon a torrent of water to blast your enemies, chilling them to the bone.

Prerequisites: Con 15, Wis 17, Elemental Fist**, Marid Spirit, Marid Style, Improved Unarmed Strike, base attack bonus +13 or monk level 11th.

Benefit: While using Marid Style, as a standard action, you can spend two Elemental Fist (Advanced Player's Guide 158) attempts to unleash a 30-foot line of frigid water. Creatures caught in the line take your unarmed strike damage plus the cold damage from your Elemental Fist attack and are entangled in ice as per the Marid Spirit feat. A successful Reflex save (DC 10 + 1/2 your character level + your Wis modifier) reduces the damage by half and prevents a target from becoming entangled.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#shaitan-style,Shaitan Style,"Con 13, Wis 15, Elemental Fist, base attack bonus +9 or monk level 5th","Gain +1 use of Elemental Fist per day, and deal acid damage","You strike with the caustic forces from within the earth.

Prerequisites: Con 13, Wis 15, Elemental Fist**, Improved Unarmed Strike, base attack bonus +9 or monk level 5th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using the Shaitan Style and Elemental Fist feats to deal acid damage, you gain a bonus on acid damage rolls equal to your Wisdom bonus. Further, if your Elemental Fist melee attack misses while you are using it to deal acid damage, you still deal 1d6 points of acid damage to your target.",Ultimate Combat,"Combat,Style"
http://paizo.com/pathfinder/prd/ultimateCombat/ultimateCombatFeats.html#shaitan-skin,Shaitan Skin,"Con 15, Shaitan Style, base attack bonus +11 or monk level 9th","Gain +1 use of Elemental Fist per day, and acid resistance","You can manipulate acid to shield yourself and disable your enemies.

Prerequisites: Con 15, Wis 15, Elemental Fist**, Improved Unarmed Strike, Shaitan Style, base attack bonus +11 or monk level 9th.

Benefit: You gain one additional Elemental Fist (Advanced Player's Guide 158) attempt per day. While using the Shaitan Style feat, you gain acid resistance equal to your base attack bonus, or your monk level plus BAB gained from levels in classes other than monk, whichever is higher. While denied your Dexterity bonus to AC you are also denied this resistance. Creatures that take acid damage from your Elemental Fist attack must succeed at a Reflex save (DC 10 + 1/2 your character level + your Wis modifier) or be staggered for 1 round.",Ultimate Combat,"Combat,Style"
